Transaction Date,Transaction Month,Transaction Year,Time,UPI Number,UPI ID,Transaction Amount,Zip Code,Fraud
20,10,2021,13,2697664257,8.18744E+15,10595.49152,45330,0
3,1,2023,8,5378818285,5.17797E+15,2155.075007,26595,0
18,11,2021,6,4481484298,2.08288E+15,3673.399868,85799,0
2,3,2021,6,3124342860,5.7229E+15,7341.491807,53704,0
7,10,2022,21,6130748543,5.79791E+15,7651.164658,84044,0
26,8,2023,21,3951177249,3.76229E+15,5993.197538,31368,0
5,12,2020,1,9498940773,4.66378E+15,833.6810054,48406,0
14,10,2023,1,2562223377,9.80059E+15,2373.369833,72438,0
10,4,2022,5,4195155417,9.74907E+15,831.4999651,73250,0
13,9,2021,19,7945653372,9.34714E+15,2789.806508,85276,0
13,8,2022,8,3010681693,9.80691E+15,7196.572938,45340,0
19,3,2020,22,5328635113,8.517E+15,3536.986321,82533,0
28,11,2022,6,9060631524,7.37908E+15,1313.072812,40153,0
29,5,2022,9,6480917299,3.15435E+15,3914.598959,51007,0
18,12,2022,15,6947823101,2.54554E+15,4320.875095,48641,0
7,1,2021,22,7912728867,9.04633E+15,2259.776596,96043,1
28,5,2021,8,8828253185,1.98059E+15,7198.580847,51342,0
2,5,2023,23,5345651936,8.69783E+15,1687.046968,41079,0
30,10,2023,9,5348516535,9.1364E+15,444.4472685,66797,0
15,4,2021,8,2570584789,6.34736E+15,5817.642287,61289,0
7,3,2021,14,2337770890,3.95072E+15,1338.982567,62091,0
21,6,2022,14,8436105954,7.5755E+15,7267.15284,30274,0
23,2,2022,6,9448638213,5.94656E+15,11489.78062,51338,0
31,6,2021,16,9936271577,5.5541E+15,8102.219493,72754,0
18,6,2023,6,9318235534,3.12006E+15,2333.658147,90567,0
5,9,2023,19,4857727767,9.18438E+15,5114.095568,18804,0
2,11,2023,9,6043457377,7.79626E+15,5298.672997,34854,0
23,9,2022,13,4528705348,4.28114E+15,2175.463742,51648,0
19,5,2022,4,7508720613,8.88325E+15,4534.428995,49958,0
14,9,2020,3,5067588879,1.80406E+15,6728.233843,31363,0
22,8,2020,1,2224778553,4.0603E+15,5712.721445,72015,0
18,4,2023,18,3521801121,2.43259E+15,5127.162237,62082,0
28,6,2022,20,2977249558,4.97418E+15,6272.932249,46250,0
10,8,2023,11,5866912398,6.40543E+15,5455.275421,44829,0
15,7,2022,5,5204412574,1.89155E+15,3291.341609,94879,0
12,1,2021,1,4561608296,6.6142E+15,913.5510901,29254,0
22,10,2020,6,6681686321,5.51856E+15,4997.816994,20427,0
6,3,2021,18,4096370532,6.19031E+15,1,69084,0
17,6,2021,16,9778010059,8.10652E+15,10951.27063,17340,0
14,1,2020,7,4449312737,8.63825E+15,2030.080197,21313,0
29,6,2023,14,4158622004,8.72142E+15,5759.175114,78435,1
3,4,2022,4,1915203546,3.47488E+15,11120.55393,51813,0
13,8,2022,9,9941459370,4.19751E+15,5259.116862,51743,0
25,11,2021,23,1126645528,1.77812E+15,3410.74011,46963,0
24,2,2023,1,7293745906,3.32752E+15,9239.031531,98475,1
22,4,2020,0,6229583252,2.64341E+15,4404.957113,87558,0
1,11,2022,21,4863915007,4.49793E+15,7253.849231,83306,1
31,4,2020,3,6672429044,5.6714E+15,5399.479659,79055,0
24,6,2020,19,6415284702,8.26469E+15,6770.477808,51810,0
24,9,2020,20,5854717170,7.92847E+15,5253.418602,96899,0
8,2,2020,16,6995126176,6.69213E+15,12311.8447,15792,0
17,4,2020,1,5098033126,5.44468E+15,5175.207642,81025,0
18,8,2021,0,6774316304,6.61644E+15,11807.85355,62242,0
15,6,2022,6,3986840013,5.14757E+15,5231.600661,10737,0
7,2,2022,0,2683218419,1.35642E+15,3619.122494,51079,0
28,3,2022,20,7234770220,2.72279E+15,4848.741206,37907,0
31,6,2022,19,9211063763,7.88078E+15,2596.863331,64374,0
31,7,2020,11,2409221724,6.90695E+15,5843.540494,52064,0
13,6,2022,2,5993232233,3.78093E+15,5687.845811,61543,0
29,9,2021,4,1577672253,6.84472E+15,7617.500981,72009,0
7,11,2022,6,3131954976,9.08818E+15,5488.712187,50841,0
6,4,2021,9,8930957810,7.62204E+15,940.2799471,70122,0
3,8,2020,6,7973506086,1.99407E+15,2420.676126,55078,0
23,5,2023,9,6763868625,9.02256E+15,5335.834373,29004,0
13,12,2022,7,2248740924,3.04881E+15,2539.413884,60777,0
21,9,2022,2,8286813931,2.23232E+15,6073.117824,31464,0
14,5,2023,7,8653506763,3.26758E+15,1,14258,0
7,7,2023,8,7270159862,3.25027E+15,5733.730758,72156,0
20,6,2020,19,1199728234,2.46112E+15,3274.051846,16199,0
18,2,2020,23,8934538846,8.00366E+15,6036.683565,41898,0
29,12,2020,16,1038131778,9.62032E+15,8290.212641,57376,0
19,6,2023,22,2000378825,9.77329E+15,6242.826478,28017,0
23,11,2021,12,4100141905,3.44297E+15,2397.616756,62218,0
26,5,2020,6,8699256771,3.25113E+15,5080.88013,13214,0
21,7,2023,4,6126218701,9.65407E+15,1,99399,0
1,9,2023,4,3158399784,4.22313E+15,7328.071182,79046,0
19,9,2021,16,9892457266,7.20164E+15,89.15771156,51235,0
8,11,2021,19,6301280898,1.69221E+15,6037.984706,86062,1
25,4,2023,12,9294237846,7.76037E+15,3832.868923,63767,0
21,1,2023,20,5003827502,2.62872E+15,5226.573412,20230,0
9,1,2021,16,2240271725,5.21693E+15,5456.570645,86940,0
21,8,2023,7,7356918635,5.21807E+15,6720.122272,86026,0
22,10,2022,4,1484733959,7.32609E+15,2977.644276,52293,0
4,7,2023,6,2555842428,5.40227E+15,6742.042878,13686,0
27,9,2022,15,5280609677,7.60795E+15,366.3207862,95605,1
21,5,2021,17,1863012982,9.60621E+15,9125.578418,71866,0
28,4,2023,7,3945116381,9.09589E+15,2487.367192,84100,0
8,12,2023,23,7376854026,1.65494E+15,5981.544177,98867,0
1,5,2022,17,9840152170,4.72073E+15,11764.08227,76888,0
14,8,2020,10,1599092187,2.84687E+15,3137.920581,91799,0
9,4,2020,14,5045477316,2.841E+15,3705.069573,30965,0
15,3,2023,19,2385165023,6.40935E+15,1,21504,0
7,5,2021,5,9854618764,2.94739E+15,5484.265994,32273,0
11,10,2020,1,9710252036,1.12706E+15,5957.823375,52849,0
21,10,2023,23,3209799374,6.63568E+15,6822.555274,37569,1
14,3,2023,19,1321622586,5.15578E+15,5613.484207,86093,0
23,8,2021,22,6189969563,8.56359E+15,4526.764683,95531,0
31,3,2020,0,2297728952,1.72133E+15,6722.018064,25025,1
30,9,2021,6,3827828654,1.47917E+15,3457.522346,21520,0
27,12,2020,9,3296719564,5.7751E+15,3952.114257,26492,0
5,2,2023,7,1985224598,5.57775E+15,1,79916,0
20,3,2021,12,9293297325,4.32394E+15,4542.79235,90097,0
7,1,2020,10,9916699913,4.27137E+15,1,93220,0
19,12,2020,12,6431327620,2.91146E+15,3530.664165,33276,0
11,11,2023,17,4502355804,7.64008E+15,6442.771921,49739,0
13,6,2020,3,9058874981,5.48081E+15,10515.42807,23028,0
31,3,2022,2,5168489799,2.1622E+15,5662.024559,89927,0
10,1,2023,3,6776750023,3.2636E+15,9741.133093,63493,0
1,5,2021,12,7462137379,8.56661E+15,3588.215429,62609,0
29,5,2023,8,2921619930,5.72202E+15,6545.277682,33612,0
14,5,2022,12,6778117764,3.50367E+15,4054.415045,14675,0
10,2,2022,4,4879791539,4.77477E+15,5553.523336,97745,0
7,12,2020,1,4353604009,4.25246E+15,4380.556506,73171,0
30,7,2020,11,6733392916,9.89157E+15,3006.03687,98729,0
24,8,2022,3,9830851180,2.29634E+15,6616.291489,31108,0
22,2,2022,12,4643239021,1.73985E+15,2805.630815,81892,0
22,5,2021,13,4571673544,7.64018E+15,2263.464742,54157,0
14,4,2022,12,6292510395,5.07464E+15,6546.765385,28126,1
16,10,2023,2,1839983322,5.87088E+15,7329.591864,88085,1
31,12,2022,22,5770966604,6.0659E+15,7964.086855,21155,0
13,2,2020,1,4610472067,7.67382E+15,8360.789303,14537,0
13,11,2021,2,9074761368,6.12815E+15,2489.058364,75045,0
2,4,2023,20,7405254553,5.0727E+15,1771.851115,22584,1
25,9,2020,1,3987375250,8.49829E+15,9616.535739,36885,0
21,4,2021,11,1792517011,7.09933E+15,5895.523255,83339,0
3,12,2023,23,3291780499,9.82206E+15,8310.873656,88948,0
20,1,2021,16,2303186509,3.57012E+15,5384.135386,14924,0
12,11,2023,14,8910757629,5.63351E+15,5738.064174,81923,0
29,7,2021,9,6558033724,8.35658E+15,1592.731859,55621,0
8,3,2020,23,1412862143,8.25189E+15,7912.027658,83135,0
31,10,2022,9,6351961938,5.83833E+15,6567.056548,32298,0
28,3,2023,18,7548504353,4.18077E+15,5039.898566,22137,0
14,10,2021,3,4480027328,3.14731E+15,1263.071792,50255,0
29,2,2021,18,2244427685,8.93875E+15,1424.417111,84868,0
12,7,2020,14,4363451615,6.80322E+15,4114.127048,44020,0
22,5,2021,9,3606949361,2.31479E+15,8199.405896,14527,0
15,4,2020,10,7958339158,9.88654E+15,5745.026022,50413,0
10,2,2020,9,7537104656,3.29545E+15,1656.900313,51389,0
18,2,2021,22,3596195848,4.24699E+15,1424.953245,98401,0
14,1,2021,21,9223903650,2.66368E+15,4213.710455,14269,0
7,12,2020,3,2982904733,9.0609E+15,2857.561022,34575,0
7,12,2023,7,7941077038,5.37296E+15,5519.638883,60101,0
4,10,2022,23,2752282303,5.32941E+15,5667.029394,91884,0
6,6,2023,10,3470669610,9.68494E+15,2715.752018,82664,0
11,9,2020,20,2486930912,4.86899E+15,1,91612,0
7,7,2023,20,1172522454,5.39818E+15,3020.551338,56414,0
9,2,2021,14,7155318019,5.25528E+15,2650.078716,28391,0
1,3,2023,20,4180877227,5.56038E+15,4938.851836,80796,0
1,11,2023,19,3115708612,9.58115E+15,6646.589129,10068,0
16,5,2021,21,3775155178,5.40316E+15,1883.924356,20171,0
8,2,2022,4,7358349137,7.66859E+15,5796.603783,42430,0
10,1,2021,10,3464347905,1.7628E+15,10078.05388,51188,0
28,4,2023,12,2361431666,4.67169E+15,1,34180,0
23,12,2023,5,7177856038,1.0049E+15,7541.878442,15438,0
29,8,2022,20,1928298044,3.28829E+15,11796.24975,95019,0
28,6,2023,12,2092144258,6.25859E+15,1016.677583,48131,0
10,9,2022,7,1596782149,5.88916E+15,3544.555041,85716,0
5,2,2021,12,6474002275,5.66899E+15,939.6569152,47048,0
28,7,2020,0,7268614963,2.04111E+15,5562.318379,17683,0
10,1,2022,13,9394927140,1.49753E+15,5762.1527,19337,0
22,11,2023,15,5247790939,9.92697E+15,5254.56445,51301,1
24,9,2022,0,3279191859,1.06983E+15,7063.995077,92578,0
19,7,2020,5,7126701868,4.88219E+15,6469.926414,90457,0
26,6,2020,9,4770216268,6.50836E+15,3807.130121,18321,0
20,10,2022,1,2810205861,9.53359E+15,6728.284307,42611,0
25,2,2022,3,3508659442,9.89084E+15,4701.692432,83783,1
12,5,2021,7,7216813414,2.84893E+15,1412.022542,49806,0
6,3,2022,22,4073515096,8.11492E+15,5728.232197,62358,0
2,3,2021,18,6700791606,2.55094E+15,2620.418042,86026,0
20,4,2021,19,4051520288,7.10594E+15,9392.262964,51712,0
26,4,2022,5,6959998877,5.86885E+15,6898.421768,91131,0
27,10,2021,17,5243867102,3.43963E+15,3938.873239,82346,0
24,12,2023,1,8093666330,1.88144E+15,5018.834111,22857,0
14,1,2021,9,3114509457,4.72533E+15,2252.55895,20190,0
7,8,2022,11,8208628059,6.127E+15,1741.048527,97014,0
23,11,2023,10,7123303090,5.74838E+15,3507.854615,43598,0
7,3,2023,0,4226722711,4.52579E+15,1474.028796,97433,0
5,10,2020,21,4110070894,6.07785E+15,4954.972505,76235,0
29,3,2023,22,4112295441,2.63364E+15,6456.053978,95555,0
24,8,2023,0,7303480168,5.56105E+15,3959.00034,22940,0
28,12,2023,1,4209217693,8.6391E+15,3320.926729,99726,0
9,3,2022,5,5505847644,5.15538E+15,11191.67494,37127,1
3,7,2023,17,4008038305,7.95326E+15,4084.757591,19469,0
10,12,2022,7,8873241638,5.72053E+15,4612.789892,16223,0
9,4,2021,18,6330590364,6.97379E+15,9036.824247,99882,0
4,12,2023,5,4639266794,9.9684E+15,5902.400167,47534,0
1,2,2022,4,7285639789,6.58736E+15,2229.113083,48869,0
17,10,2022,0,2693561145,3.01128E+15,4542.8091,65982,0
26,7,2020,14,9715159264,1.00405E+15,5975.606907,18291,0
22,7,2022,7,6723165419,6.4292E+15,6930.842751,43642,0
15,10,2021,6,1792581084,4.77296E+15,7085.903917,85506,0
18,9,2021,10,6611139151,7.0226E+15,3490.293025,22788,0
19,9,2021,21,7139055098,6.88219E+15,1,77558,0
4,7,2022,4,6610134325,3.3654E+15,5631.27579,41559,0
16,1,2020,4,8053129405,9.94223E+15,4009.623281,61389,0
26,5,2021,9,7686140717,7.38743E+15,8743.959924,35041,0
27,12,2023,4,3816812679,2.26136E+15,730.3798158,28075,0
2,10,2020,9,9026984874,8.43577E+15,824.7419277,20299,0
21,4,2023,0,6111457886,2.72708E+15,3916.581712,67241,0
15,5,2022,14,6437837755,9.95572E+15,6762.079354,32473,0
4,10,2022,18,5538775221,8.53046E+15,7687.334851,90712,0
8,10,2022,10,7839693078,8.84076E+15,8221.075182,74905,0
6,1,2022,11,3931467990,5.83308E+15,4229.656494,36179,0
4,11,2022,3,1333935418,7.25789E+15,9027.421654,61244,0
1,6,2022,8,2299636319,7.82847E+15,3658.194845,53863,0
18,3,2020,20,5861443696,8.70852E+15,8025.928474,82283,0
4,10,2021,4,8549102578,8.16038E+15,9132.655496,54582,0
1,12,2020,5,3217702250,3.90946E+15,4245.017859,76519,1
26,2,2022,4,7617065318,3.34215E+15,1946.503429,44609,0
20,10,2021,23,9013785533,4.16701E+15,5026.93767,69260,0
6,1,2023,19,1543104938,7.99881E+15,4667.080545,63872,1
12,10,2022,9,8182194919,1.92773E+15,1,88134,0
5,5,2022,15,9063705028,8.43169E+15,5583.351997,73149,0
2,1,2020,17,4529674200,9.87954E+15,3889.029301,59594,0
27,3,2023,9,1445242459,4.63088E+15,5109.624986,66245,0
27,6,2021,6,2017046801,2.79537E+15,5819.05095,48615,0
23,5,2023,17,8941170925,1.9007E+15,2094.844372,12811,0
23,11,2020,0,3177223207,9.4477E+15,667.6395379,76708,0
29,6,2021,4,7019095017,3.73045E+15,5417.909845,18109,0
11,1,2022,23,5151920680,1.83398E+15,4293.704448,76083,1
14,10,2021,2,3700560848,5.6477E+15,7684.195318,12591,0
12,5,2023,0,4417632457,6.61209E+15,5012.515504,15476,0
20,6,2022,22,2085974513,5.0462E+15,8146.919693,86471,0
11,8,2022,6,2250434070,8.82272E+15,1,36191,0
24,6,2022,10,1990554314,6.73148E+15,1392.724546,35703,0
25,4,2023,18,9151450966,1.27772E+15,1403.855529,90382,0
26,9,2020,10,5216421239,7.88636E+15,2802.502054,75518,0
26,10,2021,8,6657174991,3.75867E+15,9598.740541,94626,0
21,6,2020,16,6164824440,9.53086E+15,6694.890297,11617,0
17,2,2022,23,7698070291,3.62992E+15,6757.426576,45257,0
27,11,2022,0,2768650130,6.41955E+15,1586.427905,65928,0
21,7,2023,2,3233740486,8.19625E+15,9186.52326,15576,1
6,4,2021,0,8938913896,2.62975E+15,8327.468826,35473,0
18,12,2020,12,1577079279,3.32562E+15,1,19504,0
5,5,2020,12,6307858973,3.3819E+15,9610.163828,17260,0
27,4,2023,23,7262754994,2.17029E+15,10354.99932,86290,0
30,5,2023,9,6787350984,1.13158E+15,1429.64388,23819,0
16,11,2020,12,6040974129,3.97575E+15,6448.395274,78107,0
25,1,2021,11,7062270049,2.0266E+15,7826.168653,38619,1
29,7,2023,12,5997863273,3.84964E+15,10943.46665,20810,0
3,11,2020,16,6970180594,6.36123E+15,6329.107135,94081,0
26,12,2021,2,2684734355,4.47505E+15,2155.696388,80460,0
16,2,2021,9,9361365137,3.40533E+15,5701.257347,56241,1
10,9,2022,5,4655610799,7.96053E+15,5125.440859,59021,0
27,8,2022,17,7204296843,9.99983E+15,2184.590774,98120,0
26,8,2022,17,4499356934,4.16134E+15,2633.104171,48416,0
8,5,2021,19,1209502232,6.00119E+15,6294.664119,76549,0
31,10,2020,14,6927707583,9.50766E+15,2485.34305,88243,0
22,5,2020,15,8345362982,1.37974E+15,4708.753857,42778,0
21,5,2020,15,5950296121,5.85298E+15,4721.861011,52538,0
6,1,2023,1,5310550135,3.18436E+15,799.1467293,74111,0
27,3,2023,18,9394718814,9.56598E+15,7047.883328,49219,0
11,12,2021,4,6160909770,7.07629E+15,4021.495093,59658,0
21,8,2022,10,7872947891,7.21322E+15,5948.100884,77506,0
8,2,2020,21,8227450943,6.87703E+15,2814.185467,28471,0
9,5,2023,17,5621366419,2.04915E+15,7033.050108,91251,0
3,4,2023,21,2712866785,1.63449E+15,1,87277,0
8,10,2020,21,9649170846,5.0632E+15,10238.83899,28822,0
9,7,2022,10,9703731094,9.29814E+15,3260.963052,72864,0
8,6,2021,23,3997533138,4.68613E+15,3187.632909,80323,0
9,2,2021,11,9146381264,6.35544E+15,5486.607977,63147,1
22,7,2022,4,2233213977,5.48699E+15,3814.619226,78553,0
28,10,2022,2,4492681092,3.87544E+15,7966.509112,78959,0
10,11,2021,4,6471725738,4.22663E+15,12066.71102,90564,0
17,12,2020,2,5566496953,2.18107E+15,7909.84549,36562,0
1,5,2021,2,7839967344,1.08704E+15,7575.614786,87579,0
17,9,2022,17,9444070277,6.20931E+15,3774.782415,59051,0
8,11,2023,17,5424971609,7.39511E+15,6201.421077,65379,0
30,11,2021,20,1061765059,2.94979E+15,6244.674545,62603,0
10,4,2022,13,3385388784,6.1992E+15,3416.935161,33757,0
25,11,2021,20,7166843700,9.62426E+15,4193.089623,34223,0
19,12,2021,12,4439515213,9.11657E+15,5336.364782,57955,0
29,10,2020,17,5460318535,2.74152E+15,9080.638716,54370,0
2,2,2022,7,9358510701,6.37154E+15,5739.3404,62126,0
1,10,2020,13,8758870215,5.3457E+15,10731.55373,20307,0
25,1,2021,6,1185707355,4.84355E+15,93.67208031,79362,0
30,3,2021,22,1763971454,1.4974E+15,4066.558713,25181,0
26,5,2021,14,3057409587,1.90881E+15,7002.747984,26498,0
6,9,2023,7,5154143945,5.3887E+15,6231.113071,94515,0
11,6,2023,0,7867848818,8.30353E+15,3120.387904,45199,0
21,11,2022,16,2069574707,1.96102E+15,9773.973118,23501,0
28,3,2022,12,5871740079,3.42148E+15,2882.388391,50224,0
24,7,2022,11,9592478161,9.85963E+15,7256.039778,31772,0
20,8,2023,8,5374931759,4.71287E+15,5445.095688,37805,0
13,8,2022,9,8117815301,5.53754E+15,5324.933579,95475,0
21,10,2021,15,9524588788,5.09184E+15,11793.83764,11301,0
27,9,2020,11,7522122869,3.34366E+15,3157.968998,54732,0
12,2,2020,6,7003309217,7.2754E+15,6281.22702,98904,0
7,12,2023,15,1237730052,2.69108E+15,5708.589958,43590,0
14,10,2020,6,8412203822,9.35864E+15,2872.176989,20030,0
13,1,2021,0,2069115277,7.33312E+15,1978.319932,62854,0
1,8,2021,22,8422740433,4.6113E+15,10341.6446,15691,0
3,12,2021,12,2792327529,8.58956E+15,8574.242442,50468,0
30,11,2020,22,9169883194,3.35163E+15,8335.11722,75586,0
16,3,2021,0,5867047103,3.41884E+15,2496.863453,34487,0
19,4,2023,2,3658387048,2.93249E+15,1595.662981,22468,0
2,12,2023,3,3465657300,3.49512E+15,5344.531275,33311,0
5,3,2023,10,7142248564,9.35597E+15,2528.597288,21756,0
11,11,2022,16,8793397036,2.97774E+15,4019.015308,83633,0
10,12,2022,5,2733104524,6.68596E+15,6595.84766,16520,0
7,12,2020,5,7208607702,7.88777E+15,7578.80189,55035,0
11,7,2020,18,3896584604,3.28023E+15,4143.304539,63854,1
13,10,2022,11,5867130279,7.38994E+15,12128.76205,91789,0
3,12,2022,15,5549873079,2.68656E+15,8761.409844,62163,0
24,7,2023,23,6210345748,4.39727E+15,3898.374125,89316,0
24,12,2020,6,3790595004,4.35878E+15,6895.519449,89867,0
28,6,2022,16,8766414551,6.64549E+15,4830.262097,62677,0
9,9,2020,4,7259200731,5.8571E+15,5770.356514,72331,0
29,5,2021,21,5126563571,1.44487E+15,3371.189994,36821,0
15,2,2022,22,7233679585,5.44376E+15,716.0002951,82276,0
14,10,2021,0,4586840983,5.62688E+15,10636.89424,66822,0
10,12,2020,17,1020857430,3.55256E+15,4993.83466,90763,0
25,8,2023,19,9391741586,8.05525E+15,1478.350227,83493,0
16,10,2020,2,4611075788,8.98575E+15,5775.563072,76361,0
25,1,2021,9,4932252061,1.07382E+15,3011.969458,82510,0
22,7,2021,22,9437786998,9.85871E+15,9525.22776,49135,0
31,1,2022,18,1435149061,3.58632E+15,169.3187718,88890,0
18,5,2020,4,2788523683,2.60844E+15,522.3144153,14536,0
9,2,2021,0,3843601214,3.20601E+15,4058.13926,52503,0
28,5,2023,13,8710512865,8.7593E+15,6931.122448,85149,0
18,6,2021,11,3363044282,4.29795E+15,3706.05496,25138,0
30,12,2022,13,8664420620,6.4439E+15,11025.91162,47350,1
30,10,2020,9,5568518492,3.20507E+15,8326.289389,48334,0
4,4,2023,10,6145711899,2.91976E+15,6084.818266,16581,0
1,2,2022,13,7131814792,9.98733E+15,4167.265558,61902,0
23,3,2023,22,3814742335,2.00981E+15,3427.197825,99145,1
11,10,2022,17,8720939514,9.35236E+15,1,45701,1
29,9,2023,14,1207262534,8.1522E+15,6697.328318,26443,0
4,2,2021,12,5913541902,2.71007E+15,6416.651215,11346,0
31,10,2020,5,7377671885,8.05193E+15,3629.647354,12820,0
19,12,2020,11,7527408500,8.55661E+15,2690.297286,57435,0
31,5,2021,5,2818592007,7.97863E+15,3595.219953,16842,0
5,8,2021,6,6417536615,8.22443E+15,11396.07016,98931,0
12,6,2022,2,6861312079,7.33841E+15,8733.714199,96079,0
1,4,2023,6,6575051941,2.82512E+15,4335.10549,95077,0
20,4,2023,13,5275296689,7.41336E+15,1,59915,0
22,1,2020,18,7042810917,5.14427E+15,9507.047927,63083,0
15,11,2022,18,2478264858,6.66342E+15,4758.158792,11037,0
4,8,2023,3,5328514526,6.86677E+15,5958.285268,55659,0
13,5,2023,21,5674813847,5.54604E+15,2851.527076,80713,0
13,11,2023,1,1428678622,2.5193E+15,8555.338618,63731,0
19,5,2021,21,8314780463,4.33762E+15,1850.902067,16603,0
6,3,2021,17,9298110452,4.85226E+15,3509.368952,21884,0
13,2,2021,0,7190058885,5.66689E+15,884.9833879,41669,0
29,7,2021,13,4542518802,7.78367E+15,6606.917253,32035,0
7,10,2021,22,4326572765,2.95909E+15,1491.0412,42516,0
6,6,2022,7,7375003461,8.96409E+15,1118.735081,92641,0
6,7,2021,1,6828234378,6.95966E+15,1,44854,0
9,2,2020,6,1636103341,8.9792E+15,3445.299695,20906,1
1,5,2021,2,5379919490,8.49001E+15,5153.757612,36359,0
20,3,2022,17,2695712683,3.73844E+15,5229.674548,44762,1
24,12,2020,20,2625558807,9.9929E+15,6940.283421,29408,0
2,6,2020,14,7381048245,8.39235E+15,3840.118283,15894,0
6,8,2020,18,5787491135,7.95418E+15,1119.758525,29548,0
3,3,2021,2,1864534581,3.01865E+15,2483.457348,33150,0
24,11,2023,23,9069514088,7.51076E+15,9768.746306,72580,0
14,8,2022,20,1025142373,4.31108E+15,7488.524493,82067,1
2,12,2023,21,5994500234,9.00834E+15,4589.242484,57998,0
8,2,2021,11,4144783129,8.44371E+15,11245.26778,19261,0
2,8,2022,19,6764224657,5.77363E+15,2350.334083,94272,0
4,2,2022,19,3006924836,2.99665E+15,4733.054721,80872,0
15,7,2023,18,3801889744,4.02471E+15,4580.895862,35584,1
22,12,2023,9,8051773996,6.56938E+15,5591.174878,56406,1
11,9,2023,20,7104089825,2.94103E+15,2105.614817,64332,0
24,9,2023,17,2746472826,1.97381E+15,5034.424257,17317,0
29,10,2020,8,8122775721,1.70895E+15,3006.642135,71463,0
18,5,2020,10,9855996475,3.30188E+15,1837.712219,53701,0
7,9,2021,2,6927129267,3.596E+15,6473.806672,14633,1
8,11,2021,20,4661127521,5.1298E+15,8069.192135,82774,0
21,8,2020,0,2494894923,8.09556E+15,2657.508085,20993,0
30,9,2022,9,5268784375,6.17676E+15,3681.687805,33102,1
7,10,2023,9,6869363512,4.33996E+15,76.14064882,57299,1
20,1,2022,19,2447716719,6.8977E+15,8367.555579,64798,0
1,9,2020,12,6447290418,7.09612E+15,3985.934748,37524,0
22,2,2021,20,3010084104,6.1571E+15,1847.169276,38627,0
7,3,2022,0,9390760468,8.4312E+15,5463.160536,99850,0
5,2,2021,22,8223619155,1.75987E+15,8361.939432,68049,0
27,3,2023,9,8384522494,6.60696E+15,2500.682649,35517,0
23,3,2023,0,4617630803,5.06238E+15,5577.809966,88089,0
28,6,2020,16,9965094459,7.57931E+15,7901.194595,73514,0
29,9,2022,2,4385510962,3.72785E+15,5396.955877,80879,0
22,8,2021,1,3532338252,6.43993E+15,3952.765419,51135,1
20,4,2021,19,6281084938,1.77372E+15,6022.649219,43800,1
28,12,2021,18,6250681352,7.24856E+15,4574.899068,63383,0
25,12,2021,15,5715717465,7.82887E+15,2706.558067,26976,0
4,2,2020,22,1671038792,9.42495E+15,2885.298316,71075,0
22,12,2022,3,4083317012,4.13172E+15,10073.14758,61141,1
1,6,2020,11,2761203125,8.6148E+15,8232.987094,85564,0
30,5,2023,16,6001587270,2.82965E+15,1,29838,0
9,8,2022,18,1047369606,8.39784E+15,2184.698714,95071,0
13,6,2021,1,4648825080,2.74147E+15,5183.650281,53401,0
13,1,2021,23,6692978001,5.83333E+15,5441.689887,29354,0
19,2,2022,12,3954329193,6.85948E+15,5471.969541,15764,0
31,11,2021,2,1377205982,1.97754E+15,8013.691927,33609,0
3,4,2023,0,3362141062,4.68061E+15,6818.705964,56697,0
13,1,2023,15,4220376374,8.43632E+15,8095.983047,81490,0
5,11,2020,2,9049595066,9.49306E+15,4498.385342,49646,0
13,1,2023,0,9161552691,4.69292E+15,6650.561586,26179,0
21,9,2022,13,2431855184,4.78779E+15,8393.943463,25266,0
15,4,2022,10,7306945928,2.99378E+15,2080.375789,84945,0
24,7,2021,4,3339123598,7.97564E+15,4635.097824,63895,0
30,6,2021,5,4323865990,4.48873E+15,11010.51235,51326,1
9,6,2023,2,2587563526,5.86728E+15,7709.012654,40813,0
31,11,2021,8,6668354407,3.60234E+15,5442.166142,80639,1
29,3,2020,16,5227940322,1.04862E+15,5039.689035,68495,0
11,6,2023,9,6460019844,4.25971E+15,2818.30384,44074,1
29,4,2020,9,4967660048,3.49037E+15,1,56204,1
8,7,2022,0,9146573994,8.0807E+15,8069.87354,88148,0
31,11,2021,5,1071226457,8.52348E+15,10667.78026,11014,0
15,7,2020,9,5014646972,5.12419E+15,7577.41256,53114,0
17,11,2022,5,3378356715,2.37908E+15,6867.291294,29238,0
13,6,2021,21,8994903359,6.04121E+15,1,33098,0
20,9,2022,11,8356047845,2.65471E+15,8776.620503,61366,0
27,11,2023,15,6366154821,2.89886E+15,6611.033383,76471,0
26,10,2022,22,4163231696,2.80265E+15,5550.986797,85266,0
18,7,2020,6,2122650169,1.53125E+15,7156.286175,42120,0
5,8,2022,14,4263463402,5.68163E+15,6354.903587,31386,0
23,9,2022,12,2754858472,8.71718E+15,4275.98436,92307,0
3,9,2023,5,9805945184,1.26773E+15,9685.79343,10211,0
20,12,2020,23,7627608064,2.20387E+15,11983.91529,48230,0
7,12,2021,16,4466423506,1.8172E+15,6269.601579,30589,0
8,7,2021,5,5499206391,6.69652E+15,10188.34851,50235,0
3,11,2020,6,2770456081,1.84165E+15,6004.893692,51399,0
17,10,2022,5,1366655597,7.94548E+15,11461.87866,88440,0
27,4,2023,22,4969233528,2.73885E+15,13024.56444,16432,0
